76	56	2
60	36	2
13	6	1
61	25	1
96	9	2
99	56	1
50	61	2
20	85	0
95	22	1
29	31	0
47	67	0
85	28	2
41	14	1
78	87	2
80	95	1
16	64	2
51	53	2
88	31	2
78	80	1
22	63	1
72	31	1
89	12	2
97	55	1
86	94	0
27	26	0
57	91	2
20	24	2
65	38	2
90	90	2
77	19	1
24	55	0
26	50	0
1	76	2
86	62	0
22	3	0
43	23	2
49	41	0
44	34	1
18	68	1
23	21	2
61	0	1
18	2	1
4	79	2
14	33	1
26	48	2
94	40	1
99	25	0
61	77	0
33	80	0
42	33	1
24	15	1
84	94	2
24	81	1
0	25	0
63	64	0
88	56	2
91	29	1
80	74	0
63	75	1
98	12	1
27	43	2
82	10	1
62	11	1
66	26	1
74	56	0
9	51	2
54	39	0
18	47	1
25	38	2
47	66	2
23	25	1
79	4	0
69	90	1
99	57	0
78	16	2
98	66	1
31	31	2
57	60	0
26	19	2
71	16	2
68	25	2
67	4	1
70	87	2
23	73	2
85	12	1
98	27	1
28	66	1
51	72	1
76	28	2
29	52	2
38	37	0
65	86	0
61	26	0
95	91	1
49	29	2
62	74	2
92	84	0
11	40	0
10	88	0
95	32	2
39	74	2
66	64	2
78	5	2
72	89	0
88	39	2
52	51	0
75	86	2
11	86	2
73	73	2
1	38	1
95	28	2
61	70	0
27	50	2
21	81	0
54	31	2
45	70	2
25	97	0
96	22	1
37	7	1
69	0	2
80	10	0
51	75	1
75	54	0
89	36	0
64	31	0
21	31	0
48	64	1
22	36	1
51	54	0
89	1	2
44	3	2
89	75	0
53	32	0
22	40	1
53	87	0
37	74	1
71	74	1
41	92	0
99	91	1
13	32	0
16	27	1
90	5	2
48	91	1
30	55	2
93	44	2
52	71	1
85	80	0
96	27	2
8	96	2
2	88	2
94	33	1
89	53	2
74	59	0
55	32	1
95	6	1
50	65	1
28	97	1
71	24	2
42	53	2
28	34	0
17	42	0
2	10	2
66	41	2
87	17	1
78	24	2
2	5	1
95	85	2
4	86	0
49	15	2
22	17	1
57	12	0
65	22	1
84	15	0
40	5	1
88	87	2
48	72	0
62	33	2
23	36	1
28	55	0
71	82	2
1	42	2
1	72	0
44	39	1
96	42	0
35	83	2
0	29	2
37	68	2
23	94	1
34	20	0
85	50	1
97	61	0
31	95	1
66	36	1
82	82	1
85	68	1
19	68	1
39	90	0
5	86	1
65	40	2
41	3	0
38	15	0
92	37	2
84	97	2
54	91	1
11	94	2
75	48	1
67	36	0
52	18	2
27	76	2
41	43	2
93	78	0
57	34	1
48	54	0
1	96	0
50	47	0
48	73	0
44	3	0
14	73	0
47	63	2
50	63	1
23	58	2
33	98	2
0	11	0
91	58	0
47	28	0
88	86	0
88	4	2
82	74	2
30	95	0
43	15	0
95	37	2
22	25	2
26	94	0
42	10	2
21	14	1
67	9	0
81	56	2
9	39	2
5	54	2
60	8	1
67	35	2
58	80	1
10	29	1
29	64	0
17	91	0
62	42	2
58	61	2
99	82	2
83	67	2
94	92	1
72	26	1
84	37	0
20	23	1
87	56	2
75	57	0
16	75	2
23	52	1
11	75	2
51	26	0
11	47	0
96	48	1
70	87	0
41	79	1
87	12	0
81	61	2
40	96	2
65	7	1
80	28	0
22	73	0
29	63	2
96	40	2
19	93	0
6	43	2
67	34	0
78	42	2
28	17	0
41	69	0
2	55	1
39	55	1
79	82	0
38	3	0
42	69	1
45	6	2
63	90	0
82	38	2
26	26	2
19	45	2
5	56	1
33	61	2
39	85	0
71	66	1
16	18	1
13	12	0
77	60	0
82	5	1
33	49	2
8	76	2
1	7	1
15	5	2
88	96	2
30	85	1
22	58	1
31	61	0
84	77	0
22	85	2
19	64	0
96	74	2
94	33	0
59	21	0
83	20	0
53	21	2
83	91	2
31	92	0
94	12	2
80	23	1
93	90	0
85	73	2
24	95	2
37	27	2
49	3	1
38	30	0
50	48	2
56	13	2
89	68	0
65	48	1
16	9	0
81	32	2
78	68	0
77	52	2
23	11	2
5	0	1
82	26	2
21	25	2
55	24	0
94	27	2
52	43	1
89	73	2
18	7	0
82	31	2
41	61	1
1	4	2
97	31	1
60	68	0
48	70	1
13	50	0
11	14	0
75	34	2
48	20	0
71	75	1
27	0	0
78	48	2
47	15	2
45	99	1
44	96	1
13	90	2
47	24	0
49	51	2
57	29	1
97	5	0
48	16	2
83	55	2
68	72	2
59	97	0
23	8	2
47	88	0
74	41	1
56	23	0
9	56	2
20	37	0
9	91	1
70	32	1
25	71	1
74	69	1
40	98	1
32	57	1
83	82	1
48	88	0
74	26	1
94	43	2
51	43	0
14	59	2
85	95	1
15	51	0
39	56	1
50	86	0
20	59	1
64	45	0
76	17	2
20	89	2
29	96	1
51	91	0
41	18	1
57	70	0
56	37	2
89	49	2
34	42	1
95	48	1
6	17	1
90	49	0
66	22	2
17	3	0
7	71	2
45	78	0
14	22	2
26	78	1
93	37	0
71	56	2
79	25	1
56	53	1
49	68	1
67	65	0
56	65	0
75	44	0
53	66	0
42	9	2
67	48	2
38	77	0
56	68	0
35	44	0
74	76	1
94	80	2
9	55	1
41	18	0
79	98	0
12	32	2
34	14	1
1	81	1
24	14	2
85	34	1
11	48	0
98	58	0
21	93	0
72	78	2
35	27	1
60	14	1
83	0	1
77	86	2
28	74	2
99	21	2
13	58	1
25	4	0
92	88	0
67	56	1
27	31	2
36	83	0
52	31	2
68	55	2
97	17	2
99	72	1
95	38	0
52	45	2
37	86	2
0	7	1
39	23	2
50	65	2
95	99	2
72	10	2
36	32	0
48	7	1
58	37	0
75	26	1
84	37	1
91	30	0
56	28	0
7	66	1
23	40	0
90	71	1
81	84	2
47	99	2
63	5	0
39	21	0
84	69	2
82	80	0
66	9	1
83	2	2
93	72	2
86	72	2
9	79	0
10	85	1
98	18	1
78	59	0
76	69	1
32	52	1
36	75	2
43	46	2
20	63	1
90	50	0
4	73	1
4	35	2
54	60	1
0	53	1
23	17	1
79	52	0
34	95	0
32	12	1
90	69	2
24	1	2
48	40	2
60	40	1
97	82	2
60	72	0
70	76	2
51	86	2
55	3	0
8	85	2
66	28	2
23	40	1
40	12	2
30	62	1
37	41	1
84	51	1
73	88	1
35	24	1
11	4	0
82	12	0
4	11	0
44	91	0
74	24	1
40	86	1
17	47	2
23	97	1
73	93	1
15	74	2
78	6	1
16	31	1
62	19	1
46	16	1
36	39	1
41	4	1
9	19	0
74	31	1
58	49	0
78	70	2
19	86	2
89	61	0
35	84	1
31	95	0
